PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,isNull
828,1,2,"Mallet, Master. Andre",True,1.0,0,2,S.C./PARIS 2079,37.0042,,1,3,False
829,1,3,"McCormack, Mr. Thomas Joseph",True,,0,0,367228,7.75,,2,0,True
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",False,62.0,0,0,113572,80.0,B28,3,2,False
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",False,15.0,1,0,2659,14.4542,,1,2,False
832,1,2,"Richards, Master. George Sibley",True,0.83,1,1,29106,18.75,,0,3,False
833,0,3,"Saad, Mr. Amin",True,,0,0,2671,7.2292,,1,0,True
834,0,3,"Augustsson, Mr. Albert",True,23.0,0,0,347468,7.8542,,0,0,False
835,0,3,"Allum, Mr. Owen George",True,18.0,0,0,2223,8.3,,0,0,False
836,1,1,"Compton, Miss. Sara Rebecca",False,39.0,1,1,PC 17756,83.1583,E49,1,1,False
837,0,3,"Pasic, Mr. Jakob",True,21.0,0,0,315097,8.6625,,0,0,False
838,0,3,"Sirota, Mr. Maurice",True,,0,0,392092,8.05,,0,0,True
839,1,3,"Chip, Mr. Chang",True,32.0,0,0,1601,56.4958,,0,0,False
840,1,1,"Marechal, Mr. Pierre",True,,0,0,11774,29.7,C47,1,0,True
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",True,20.0,0,0,SOTON/O2 3101287,7.925,,0,0,False
842,0,2,"Mudd, Mr. Thomas Charles",True,16.0,0,0,S.O./P.P. 3,10.5,,0,0,False
843,1,1,"Serepeca, Miss. Augusta",False,30.0,0,0,113798,31.0,,1,1,False
844,0,3,"Lemberopolous, Mr. Peter L",True,34.5,0,0,2683,6.4375,,1,0,False
845,0,3,"Culumovic, Mr. Jeso",True,17.0,0,0,315090,8.6625,,0,0,False
846,0,3,"Abbing, Mr. Anthony",True,42.0,0,0,C.A. 5547,7.55,,0,0,False
847,0,3,"Sage, Mr. Douglas Bullen",True,,8,2,CA. 2343,69.55,,0,0,True
848,0,3,"Markoff, Mr. Marin",True,35.0,0,0,349213,7.8958,,1,0,False
849,0,2,"Harper, Rev. John",True,28.0,0,1,248727,33.0,,0,4,False
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",False,,1,0,17453,89.1042,C92,1,2,True
851,0,3,"Andersson, Master. Sigvard Harald Elias",True,4.0,4,2,347082,31.275,,0,3,False
852,0,3,"Svensson, Mr. Johan",True,74.0,0,0,347060,7.775,,0,0,False
853,0,3,"Boulos, Miss. Nourelain",False,9.0,1,1,2678,15.2458,,1,1,False
854,1,1,"Lines, Miss. Mary Conover",False,16.0,0,1,PC 17592,39.4,D28,0,1,False
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",False,44.0,1,0,244252,26.0,,0,2,False
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",False,18.0,0,1,392091,9.35,,0,2,False
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",False,45.0,1,1,36928,164.8667,,0,2,False
858,1,1,"Daly, Mr. Peter Denis ",True,51.0,0,0,113055,26.55,E17,0,0,False
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",False,24.0,0,3,2666,19.2583,,1,2,False
860,0,3,"Razi, Mr. Raihed",True,,0,0,2629,7.2292,,1,0,True
861,0,3,"Hansen, Mr. Claus Peter",True,41.0,2,0,350026,14.1083,,0,0,False
862,0,2,"Giles, Mr. Frederick Edward",True,21.0,1,0,28134,11.5,,0,0,False
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",False,48.0,0,0,17466,25.9292,D17,0,2,False
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",False,,8,2,CA. 2343,69.55,,0,1,True
865,0,2,"Gill, Mr. John William",True,24.0,0,0,233866,13.0,,0,0,False
866,1,2,"Bystrom, Mrs. (Karolina)",False,42.0,0,0,236852,13.0,,0,2,False
867,1,2,"Duran y More, Miss. Asuncion",False,27.0,1,0,SC/PARIS 2149,13.8583,,1,1,False
868,0,1,"Roebling, Mr. Washington Augustus II",True,31.0,0,0,PC 17590,50.4958,A24,0,0,False
869,0,3,"van Melkebeke, Mr. Philemon",True,,0,0,345777,9.5,,0,0,True
870,1,3,"Johnson, Master. Harold Theodor",True,4.0,1,1,347742,11.1333,,0,3,False
871,0,3,"Balkic, Mr. Cerin",True,26.0,0,0,349248,7.8958,,0,0,False
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",False,47.0,1,1,11751,52.5542,D35,0,2,False
873,0,1,"Carlsson, Mr. Frans Olof",True,33.0,0,0,695,5.0,B51 B53 B55,0,0,False
874,0,3,"Vander Cruyssen, Mr. Victor",True,47.0,0,0,345765,9.0,,0,0,False
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",False,28.0,1,0,P/PP 3381,24.0,,1,2,False
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",False,15.0,0,0,2667,7.225,,1,1,False
877,0,3,"Gustafsson, Mr. Alfred Ossian",True,20.0,0,0,7534,9.8458,,0,0,False
878,0,3,"Petroff, Mr. Nedelio",True,19.0,0,0,349212,7.8958,,0,0,False
879,0,3,"Laleff, Mr. Kristo",True,,0,0,349217,7.8958,,0,0,True
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",False,56.0,0,1,11767,83.1583,C50,1,2,False
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",False,25.0,0,1,230433,26.0,,0,2,False
882,0,3,"Markun, Mr. Johann",True,33.0,0,0,349257,7.8958,,0,0,False
883,0,3,"Dahlberg, Miss. Gerda Ulrika",False,22.0,0,0,7552,10.5167,,0,1,False
884,0,2,"Banfield, Mr. Frederick James",True,28.0,0,0,C.A./SOTON 34068,10.5,,0,0,False
885,0,3,"Sutehall, Mr. Henry Jr",True,25.0,0,0,SOTON/OQ 392076,7.05,,0,0,False
886,0,3,"Rice, Mrs. William (Margaret Norton)",False,39.0,0,5,382652,29.125,,2,2,False
887,0,2,"Montvila, Rev. Juozas",True,27.0,0,0,211536,13.0,,0,4,False
888,1,1,"Graham, Miss. Margaret Edith",False,19.0,0,0,112053,30.0,B42,0,1,False
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",False,,1,2,W./C. 6607,23.45,,0,1,True
890,1,1,"Behr, Mr. Karl Howell",True,26.0,0,0,111369,30.0,C148,1,0,False
891,0,3,"Dooley, Mr. Patrick",True,32.0,0,0,370376,7.75,,2,0,False
